director_name,actor_3_name,actor_2_name,actor_1_name,genres,movie_title,combination
Jason Alexander,Peter Onorati,Patti LuPone,Gretchen Mol,Comedy Drama,just looking,Gretchen Mol Patti LuPone Peter Onorati Jason Alexander Comedy Drama
Xavier Gens,Rosanna Arquette,Lauren German,Michael Biehn,Drama Sci-Fi Thriller,the divide,Michael Biehn Lauren German Rosanna Arquette Xavier Gens Drama Sci-Fi Thriller
Conor McPherson,Jim Norton,Iben Hjejle,Aidan Quinn,Drama Horror Romance,the eclipse,Aidan Quinn Iben Hjejle Jim Norton Conor McPherson Drama Horror Romance
Will Canon,Aaron Yoo,Scott Mechlowicz,Frank Grillo,Horror Thriller,demonic,Frank Grillo Scott Mechlowicz Aaron Yoo Will Canon Horror Thriller
Philip Zlotorynski,David Douglas,Darren Keefe Reiher,Neil Hopkins,Comedy,my big fat independent movie,Neil Hopkins Darren Keefe Reiher David Douglas Philip Zlotorynski Comedy
Tim Burton,Anne Hathaway,Alan Rickman,Johnny Depp,Adventure Family Fantasy,alice in wonderland,Johnny Depp Alan Rickman Anne Hathaway Tim Burton Adventure Family Fantasy
Lance Kawas,Talia Shire,Michael Rapaport,Taylor Negron,Comedy,the deported,Taylor Negron Michael Rapaport Talia Shire Lance Kawas Comedy
Francesca Gregorini,Chris Kattan,Amy Sedaris,Tom Everett Scott,Drama,tanner hall,Tom Everett Scott Amy Sedaris Chris Kattan Francesca Gregorini Drama
Marcio Garcia,Emily Nelson,Kristi Clainos,John Savage,Action Drama Thriller,open road,John Savage Kristi Clainos Emily Nelson Marcio Garcia Action Drama Thriller
David Wain,Jack McBrayer,Amy Poehler,Christopher Meloni,Comedy,they came together,Christopher Meloni Amy Poehler Jack McBrayer David Wain Comedy
Craig Moss,Olivia Alexander,Ashley Martin,French Stewart,Comedy,30 nights of paranormal activity with the devil inside the girl with the dragon tattoo,French Stewart Ashley Martin Olivia Alexander Craig Moss Comedy
Michael Jai White,Jillian Murray,Alex Meraz,Michael Jai White,Action Drama Sport,never back down 2: the beatdown,Michael Jai White Alex Meraz Jillian Murray Michael Jai White Action Drama Sport
John Boorman,Carroll O'Connor,Angie Dickinson,Lee Marvin,Crime Thriller,point blank,Lee Marvin Angie Dickinson Carroll O'Connor John Boorman Crime Thriller
Paolo Monico,Salvatore Santone,Sarah Rafferty,Stephanie Szostak,Comedy,four single fathers,Stephanie Szostak Sarah Rafferty Salvatore Santone Paolo Monico Comedy
Youssef Delara,Jason Priestley,David Bianchi,Noel Gugliemi,Thriller,enter the dangerous mind,Noel Gugliemi David Bianchi Jason Priestley Youssef Delara Thriller
Darin Scott,John Robinson,Shantel VanSanten,Julian Morris,Drama Horror Mystery Thriller,something wicked,Julian Morris Shantel VanSanten John Robinson Darin Scott Drama Horror Mystery Thriller
Christian Sesma,Brett Wagner,Brooke Newton,Bokeem Woodbine,Thriller,awol-72,Bokeem Woodbine Brooke Newton Brett Wagner Christian Sesma Thriller
Monte Hellman,Fabio Testi,Jack Taylor,Everett McGill,Adventure Crime Drama,iguana,Everett McGill Jack Taylor Fabio Testi Monte Hellman Adventure Crime Drama
Kenneth Branagh,Lily James,Derek Jacobi,Hayley Atwell,Drama Family Fantasy Romance,cinderella,Hayley Atwell Derek Jacobi Lily James Kenneth Branagh Drama Family Fantasy Romance
Brian Caunter,Frank Vincent,Stacy Keach,Mike Starr,Action Adventure Crime Drama,chicago overcoat,Mike Starr Stacy Keach Frank Vincent Brian Caunter Action Adventure Crime Drama
Chris D'Arienzo,Shea Whigham,Cybill Shepherd,Judy Greer,Comedy Drama Romance,barry munday,Judy Greer Cybill Shepherd Shea Whigham Chris D'Arienzo Comedy Drama Romance
Walter Salles,Othon Bastos,Matheus Nachtergaele,Fernanda Montenegro,Drama,central station,Fernanda Montenegro Matheus Nachtergaele Othon Bastos Walter Salles Drama
Frank Capra,Thomas Mitchell,Glenn Ford,Ann-Margret,Comedy Drama,pocketful of miracles,Ann-Margret Glenn Ford Thomas Mitchell Frank Capra Comedy Drama
Isaac Florentine,Scott Evans,Nick Chinlund,Anthony L. Fernandez,Action Crime,close range,Anthony L. Fernandez Nick Chinlund Scott Evans Isaac Florentine Action Crime
Susan Seidelman,Brenda Vaccaro,Michael Nouri,Dyan Cannon,Comedy Romance,boynton beach club,Dyan Cannon Michael Nouri Brenda Vaccaro Susan Seidelman Comedy Romance
Michael Polish,Mia Barron,Patrick Bauchau,Olivia Rose Keegan,Drama Horror Mystery Thriller,amnesiac,Olivia Rose Keegan Patrick Bauchau Mia Barron Michael Polish Drama Horror Mystery Thriller
Heidi Ewing,Tempestt Bledsoe,James Ransone,Greg Crowe,Documentary,freakonomics,Greg Crowe James Ransone Tempestt Bledsoe Heidi Ewing Documentary
Richard Donner,Billie Whitelaw,Patrick Troughton,Lee Remick,Fantasy Horror Mystery,the omen,Lee Remick Patrick Troughton Billie Whitelaw Richard Donner Fantasy Horror Mystery
Alexandre Aja,Oana Pellea,Maïwenn,Cécile De France,Horror,high tension,Cécile De France Maïwenn Oana Pellea Alexandre Aja Horror
Leon Ford,Kelly Paterniti,Patrick Brammall,Maeve Dermody,Comedy Drama Romance Sci-Fi,griff the invisible,Maeve Dermody Patrick Brammall Kelly Paterniti Leon Ford Comedy Drama Romance Sci-Fi
Hank Braxtan,Allegra Carpenter,Gregory Cruz,Q'orianka Kilcher,Action Horror Thriller,unnatural,Q'orianka Kilcher Gregory Cruz Allegra Carpenter Hank Braxtan Action Horror Thriller
Craig Brewer,Elise Neal,Paula Jai Parker,Isaac Hayes,Crime Drama Music,hustle & flow,Isaac Hayes Paula Jai Parker Elise Neal Craig Brewer Crime Drama Music
Billy Wilder,George Raft,Joe E. Brown,Nehemiah Persoff,Comedy Music Romance,some like it hot,Nehemiah Persoff Joe E. Brown George Raft Billy Wilder Comedy Music Romance
John Carl Buechler,William Butler,Terry Kiser,Kane Hodder,Horror,friday the 13th part vii: the new blood,Kane Hodder Terry Kiser William Butler John Carl Buechler Horror
Victor Fleming,Billie Burke,Terry,Margaret Hamilton,Adventure Family Fantasy Musical,the wizard of oz,Margaret Hamilton Terry Billie Burke Victor Fleming Adventure Family Fantasy Musical
Mel Brooks,Teri Garr,Peter Boyle,Madeline Kahn,Comedy,young frankenstein,Madeline Kahn Peter Boyle Teri Garr Mel Brooks Comedy
George A. Romero,Joe Dinicol,Shawn Roberts,Megan Park,Horror,diary of the dead,Megan Park Shawn Roberts Joe Dinicol George A. Romero Horror
Rajkumar Hirani,Jimmy Shergill,Sanjay Dutt,Vidya Balan,Comedy Drama Romance,lage raho munna bhai,Vidya Balan Sanjay Dutt Jimmy Shergill Rajkumar Hirani Comedy Drama Romance
Victor Nunez,Vanessa Zima,Patricia Richardson,Peter Fonda,Drama,ulee's gold,Peter Fonda Patricia Richardson Vanessa Zima Victor Nunez Drama
Carroll Ballard,Hoyt Axton,Kelly Reno,Teri Garr,Adventure Family Sport,the black stallion,Teri Garr Kelly Reno Hoyt Axton Carroll Ballard Adventure Family Sport
Rohit Jugraj,Diljit Dosanjh,Neeru Bajwa,Bhavkhandan Singh Rakhra,Romance,sardaar ji,Bhavkhandan Singh Rakhra Neeru Bajwa Diljit Dosanjh Rohit Jugraj Romance
Thorbjørn Christoffersen,Casper Christensen,Frank Hvam,Iben Hjejle,Action Adventure Animation Comedy Sci-Fi,journey to saturn,Iben Hjejle Frank Hvam Casper Christensen Thorbjørn Christoffersen Action Adventure Animation Comedy Sci-Fi
John Ford,Jack Warden,Cesar Romero,Lee Marvin,Adventure Comedy Romance,donovan's reef,Lee Marvin Cesar Romero Jack Warden John Ford Adventure Comedy Romance
Alex van Warmerdam,Henri Garcin,Ariane Schluter,Rijk de Gooyer,Comedy Drama,the dress,Rijk de Gooyer Ariane Schluter Henri Garcin Alex van Warmerdam Comedy Drama
Victor Fleming,Irene Dunne,Esther Williams,Spencer Tracy,Drama Fantasy Romance War,a guy named joe,Spencer Tracy Esther Williams Irene Dunne Victor Fleming Drama Fantasy Romance War
Mel Brooks,Harvey Korman,David Huddleston,Madeline Kahn,Comedy Western,blazing saddles,Madeline Kahn David Huddleston Harvey Korman Mel Brooks Comedy Western
Joseph Zito,Kimberly Beck,Tom Everett,Judie Aronson,Horror Thriller,friday the 13th: the final chapter,Judie Aronson Tom Everett Kimberly Beck Joseph Zito Horror Thriller
Pawel Pawlikowski,Agata Kulesza,Agata Trzebuchowska,Joanna Kulig,Drama,ida,Joanna Kulig Agata Trzebuchowska Agata Kulesza Pawel Pawlikowski Drama
James Ivory,Simon Callow,Denholm Elliott,Rupert Graves,Drama Romance,maurice,Rupert Graves Denholm Elliott Simon Callow James Ivory Drama Romance
Frank Sebastiano,Seymour Cassel,Laurie Metcalf,Joe Lo Truglio,Comedy Sport,beer league,Joe Lo Truglio Laurie Metcalf Seymour Cassel Frank Sebastiano Comedy Sport
Rand Ravich,Clea DuVall,Charlize Theron,Johnny Depp,Drama Sci-Fi Thriller,the astronaut's wife,Johnny Depp Charlize Theron Clea DuVall Rand Ravich Drama Sci-Fi Thriller
Stacy Peralta,Laird John Hamilton,Gabrielle Reece,Gerry Lopez,Documentary History Sport,riding giants,Gerry Lopez Gabrielle Reece Laird John Hamilton Stacy Peralta Documentary History Sport
Nacho Vigalondo,Bárbara Goenaga,Nacho Vigalondo,Karra Elejalde,Horror Mystery Sci-Fi Thriller,timecrimes,Karra Elejalde Nacho Vigalondo Bárbara Goenaga Nacho Vigalondo Horror Mystery Sci-Fi Thriller
Hao Ning,Zheng Xu,Bo Huang,Jack Kao,Action Adventure Comedy,silver medallist,Jack Kao Bo Huang Zheng Xu Hao Ning Action Adventure Comedy
Tony Giglio,Beth Broderick,Nick Searcy,Brianna Brown,Horror Thriller,timber falls,Brianna Brown Nick Searcy Beth Broderick Tony Giglio Horror Thriller
Stanley Donen,Cyd Charisse,Debbie Reynolds,Rita Moreno,Comedy Musical Romance,singin' in the rain,Rita Moreno Debbie Reynolds Cyd Charisse Stanley Donen Comedy Musical Romance
Joe Cross,Amy Badberg,Joel Fuhrman,Joe Cross,Documentary,"fat, sick & nearly dead",Joe Cross Joel Fuhrman Amy Badberg Joe Cross Documentary
Michael Tiddes,J.B. Smoove,Alanna Ubach,Essence Atkins,Comedy Fantasy,a haunted house,Essence Atkins Alanna Ubach J.B. Smoove Michael Tiddes Comedy Fantasy
Dinesh D'Souza,Dinesh D'Souza,Zackary Steven Graham,Barack Obama,Documentary,2016: obama's america,Barack Obama Zackary Steven Graham Dinesh D'Souza Dinesh D'Souza Documentary
Rob Zombie,Margot Kidder,Tyler Mane,Scout Taylor-Compton,Horror,halloween ii,Scout Taylor-Compton Tyler Mane Margot Kidder Rob Zombie Horror
Tom Hanks,Ethan Embry,Charlize Theron,Tom Hanks,Comedy Drama Music,that thing you do!,Tom Hanks Charlize Theron Ethan Embry Tom Hanks Comedy Drama Music
Tommy Lee Wallace,Nancy Kyes,Dan O'Herlihy,Tom Atkins,Horror Mystery Sci-Fi,halloween iii: season of the witch,Tom Atkins Dan O'Herlihy Nancy Kyes Tommy Lee Wallace Horror Mystery Sci-Fi
Don Taylor,Sal Mineo,M. Emmet Walsh,Roddy McDowall,Action Sci-Fi,escape from the planet of the apes,Roddy McDowall M. Emmet Walsh Sal Mineo Don Taylor Action Sci-Fi
Martin Ritt,Whit Bissell,Melvyn Douglas,Patricia Neal,Drama,hud,Patricia Neal Melvyn Douglas Whit Bissell Martin Ritt Drama
Leslie Small,Dana Hanna,La'Princess Jackson,David Jason Perez,Comedy Documentary,kevin hart: let me explain,David Jason Perez La'Princess Jackson Dana Hanna Leslie Small Comedy Documentary
Gus Van Sant,Flea,Udo Kier,Keanu Reeves,Drama,my own private idaho,Keanu Reeves Udo Kier Flea Gus Van Sant Drama
Zach Braff,Jill Flint,Michael Weston,Armando Riesco,Comedy Drama Romance,garden state,Armando Riesco Michael Weston Jill Flint Zach Braff Comedy Drama Romance
Richard Linklater,Dominik Castell,Hans Weingartner,Hanno Pöschl,Drama Romance,before sunrise,Hanno Pöschl Hans Weingartner Dominik Castell Richard Linklater Drama Romance
Éric Tessier,Jean Pierre Bergeron,Michel Côté,Patrick Huard,Action Drama Horror Thriller,sur le seuil,Patrick Huard Michel Côté Jean Pierre Bergeron Éric Tessier Action Drama Horror Thriller
Alison Maclean,Mark Webber,Samantha Morton,Billy Crudup,Drama,jesus' son,Billy Crudup Samantha Morton Mark Webber Alison Maclean Drama
Alice Wu,Jessica Hecht,Ato Essandoh,Joan Chen,Comedy Drama Romance,saving face,Joan Chen Ato Essandoh Jessica Hecht Alice Wu Comedy Drama Romance
Sarah Gavron,Tannishtha Chatterjee,Christopher Simpson,Satish Kaushik,Drama,brick lane,Satish Kaushik Christopher Simpson Tannishtha Chatterjee Sarah Gavron Drama
Jake Schreier,Ana Gasteyer,Joshua Ormond,Frank Langella,Comedy Crime Drama Sci-Fi,robot & frank,Frank Langella Joshua Ormond Ana Gasteyer Jake Schreier Comedy Crime Drama Sci-Fi
Isabel Coixet,Amanda Plummer,Julian Richings,Sarah Polley,Drama Romance,my life without me,Sarah Polley Julian Richings Amanda Plummer Isabel Coixet Drama Romance
James Ponsoldt,Dayo Okeniyi,Jennifer Jason Leigh,Shailene Woodley,Comedy Drama Romance,the spectacular now,Shailene Woodley Jennifer Jason Leigh Dayo Okeniyi James Ponsoldt Comedy Drama Romance
Randall Miller,Michael Bower,Elden Henson,William Hurt,Comedy Family Musical Romance Short,marilyn hotchkiss' ballroom dancing and charm school,William Hurt Elden Henson Michael Bower Randall Miller Comedy Family Musical Romance Short
Larry Charles,Steve Burg,Tal Bachman,Bill Maher,Comedy Documentary War,religulous,Bill Maher Tal Bachman Steve Burg Larry Charles Comedy Documentary War
Joshua Tickell,George W. Bush,Sheryl Crow,Larry David,Documentary,fuel,Larry David Sheryl Crow George W. Bush Joshua Tickell Documentary
Tim Boxell,Tom Bower,Diana Scarwid,Bruce McGill,Drama,valley of the heart's delight,Bruce McGill Diana Scarwid Tom Bower Tim Boxell Drama
Rawson Marshall Thurber,Joel David Moore,Stephen Root,Gary Cole,Comedy Sport,dodgeball: a true underdog story,Gary Cole Stephen Root Joel David Moore Rawson Marshall Thurber Comedy Sport
Michael D. Sellers,George Harris,Carly Schroeder,Katharine Ross,Comedy Drama Family,eye of the dolphin,Katharine Ross Carly Schroeder George Harris Michael D. Sellers Comedy Drama Family
Reed Cowan,Gavin Newsom,Emily Pearson,Dustin Lance Black,Documentary,8: the mormon proposition,Dustin Lance Black Emily Pearson Gavin Newsom Reed Cowan Documentary
James Dodson,Shriya Saran,Anupam Kher,Larry Miller,Comedy Drama Romance,the other end of the line,Larry Miller Anupam Kher Shriya Saran James Dodson Comedy Drama Romance
Stefan Ruzowitzky,Sebastian Blomberg,Rüdiger Vogler,Benno Fürmann,Horror Thriller,anatomy,Benno Fürmann Rüdiger Vogler Sebastian Blomberg Stefan Ruzowitzky Horror Thriller
Alex Rivera,Tenoch Huerta,Jacob Vargas,Leonor Varela,Drama Romance Sci-Fi Thriller,sleep dealer,Leonor Varela Jacob Vargas Tenoch Huerta Alex Rivera Drama Romance Sci-Fi Thriller
James Gunn,Paul T. Taylor,Rainn Wilson,Linda Cardellini,Comedy Crime Drama,super,Linda Cardellini Rainn Wilson Paul T. Taylor James Gunn Comedy Crime Drama
John Murlowski,Lochlyn Munro,Piper Mackenzie Harris,Ashley Scott,Comedy Drama Family Romance,christmas mail,Ashley Scott Piper Mackenzie Harris Lochlyn Munro John Murlowski Comedy Drama Family Romance
Benni Diez,David Masterson,Cecilia Pillado,Clifton Collins Jr.,Comedy Horror,stung,Clifton Collins Jr. Cecilia Pillado David Masterson Benni Diez Comedy Horror
Danny Perez,Mark Webber,Emmanuel Kabongo,Natasha Lyonne,Horror,antibirth,Natasha Lyonne Emmanuel Kabongo Mark Webber Danny Perez Horror
Spike Lee,Andre Braugher,Harry Lennix,Bernie Mac,Drama History,get on the bus,Bernie Mac Harry Lennix Andre Braugher Spike Lee Drama History
Robby Henson,Justine Waddell,Max Ryan,Marc Blucas,Drama Horror Mystery Thriller,thr3e,Marc Blucas Max Ryan Justine Waddell Robby Henson Drama Horror Mystery Thriller
Mike Judge,David Herman,Patrick Fischler,Anthony 'Citric' Campos,Adventure Comedy Sci-Fi,idiocracy,Anthony 'Citric' Campos Patrick Fischler David Herman Mike Judge Adventure Comedy Sci-Fi
Zackary Adler,Kris Sommerville,Kevin Leslie,Simon Merrells,Crime Drama,the rise of the krays,Simon Merrells Kevin Leslie Kris Sommerville Zackary Adler Crime Drama
Shane Meadows,Jack O'Connell,Joseph Gilgun,Stephen Graham,Crime Drama,this is england,Stephen Graham Joseph Gilgun Jack O'Connell Shane Meadows Crime Drama
Dominic Burns,Bianca Brigitte VanDamme,Sean Pertwee,Julian Glover,Comedy Sci-Fi,alien uprising,Julian Glover Sean Pertwee Bianca Brigitte VanDamme Dominic Burns Comedy Sci-Fi
George Sidney,Red Skelton,Basil Rathbone,Esther Williams,Comedy Musical,bathing beauty,Esther Williams Basil Rathbone Red Skelton George Sidney Comedy Musical
Carmen Marron,Rene Rosado,Aimee Garcia,Jossara Jinaro,Drama Musical,go for it!,Jossara Jinaro Aimee Garcia Rene Rosado Carmen Marron Drama Musical
Tim McCanlies,Alexandra Holden,Michael O'Neill,Ethan Embry,Comedy Drama Family,"dancer, texas pop. 81",Ethan Embry Michael O'Neill Alexandra Holden Tim McCanlies Comedy Drama Family
George Sidney,Howard Keel,Ava Gardner,Agnes Moorehead,Drama Family Musical Romance,show boat,Agnes Moorehead Ava Gardner Howard Keel George Sidney Drama Family Musical Romance
Mario Van Peebles,Luke Perry,Cinda McCain,Tom Skerritt,Drama,redemption road,Tom Skerritt Cinda McCain Luke Perry Mario Van Peebles Drama
Jerry Rees,Mindy Sterling,Phil Hartman,Jon Lovitz,Adventure Animation Comedy Family Fantasy Musical,the brave little toaster,Jon Lovitz Phil Hartman Mindy Sterling Jerry Rees Adventure Animation Comedy Family Fantasy Musical
James Algar,unknown,Deems Taylor,Leopold Stokowski,Animation Family Fantasy Music,fantasia,Leopold Stokowski Deems Taylor unknown James Algar Animation Family Fantasy Music
William Friedkin,Tony Lo Bianco,Fernando Rey,Roy Scheider,Action Crime Drama Thriller,the french connection,Roy Scheider Fernando Rey Tony Lo Bianco William Friedkin Action Crime Drama Thriller
Jaco Booyens,Ivette Alvarez,Sebastian Aguilar,Nicole Smolen,Drama Thriller,8 days,Nicole Smolen Sebastian Aguilar Ivette Alvarez Jaco Booyens Drama Thriller
Steve Miner,Catherine Parks,Dana Kimmell,Richard Brooker,Horror Thriller,friday the 13th part iii,Richard Brooker Dana Kimmell Catherine Parks Steve Miner Horror Thriller
Danny Steinmann,Dominick Brascia,Melanie Kinnaman,Tiffany Helm,Horror Mystery Thriller,friday the 13th: a new beginning,Tiffany Helm Melanie Kinnaman Dominick Brascia Danny Steinmann Horror Mystery Thriller
Michael Landon Jr.,A.J. Buckley,Louise Fletcher,Henry Thomas,Drama,the last sin eater,Henry Thomas Louise Fletcher A.J. Buckley Michael Landon Jr. Drama
Jon Gunn,Madison Pettis,Delroy Lindo,Alexa PenaVega,Drama,do you believe?,Alexa PenaVega Delroy Lindo Madison Pettis Jon Gunn Drama
Hayley Cloake,Linden Ashby,Kayla Ewell,Brian Austin Green,Thriller,impact point,Brian Austin Green Kayla Ewell Linden Ashby Hayley Cloake Thriller
Tay Garnett,Lionel Barrymore,Greer Garson,Jessica Tandy,Drama,the valley of decision,Jessica Tandy Greer Garson Lionel Barrymore Tay Garnett Drama
Shyam Madiraju,Brad Schmidt,Ethan Peck,Jessica Lowndes,Drama Thriller,eden,Jessica Lowndes Ethan Peck Brad Schmidt Shyam Madiraju Drama Thriller
Harmage Singh Kalirai,Shobu Kapoor,Zohra Segal,Saeed Jaffrey,Comedy Drama Romance,chicken tikka masala,Saeed Jaffrey Zohra Segal Shobu Kapoor Harmage Singh Kalirai Comedy Drama Romance
Rita Merson,Jason Ritter,James Wolk,Ryan Guzman,Comedy Music Romance,always woodstock,Ryan Guzman James Wolk Jason Ritter Rita Merson Comedy Music Romance
Jon Knautz,Stefanie Drummond,Daniel Kash,Rachel Skarsten,Action Comedy Horror,jack brooks: monster slayer,Rachel Skarsten Daniel Kash Stefanie Drummond Jon Knautz Action Comedy Horror
William Wyler,Dana Andrews,Teresa Wright,Myrna Loy,Drama Romance War,the best years of our lives,Myrna Loy Teresa Wright Dana Andrews William Wyler Drama Romance War
Larry Clark,Brad Renfro,Nick Stahl,Kelli Garner,Biography Crime Drama,bully,Kelli Garner Nick Stahl Brad Renfro Larry Clark Biography Crime Drama
Petter Næss,Sven Nordin,Per Christian Ellefsen,Jørgen Langhelle,Comedy Drama,elling,Jørgen Langhelle Per Christian Ellefsen Sven Nordin Petter Næss Comedy Drama
